Unnamed: 0,avg_rating,geek_rating,scrapping_time,title,vote_number
0,8.91,8.61,page1,Gloomhaven,23838
1,8.65,8.492,page1,Pandemic Legacy: Season 1,30517
2,8.54,8.26,page1,Through the Ages: A New Story of Civilization,15286
3,8.4,8.24,page1,Terraforming Mars,37192
4,8.32,8.176,page1,Twilight Struggle,33965
5,8.45,8.161,page1,Star Wars: Rebellion,16202
6,8.56,8.125,page1,Gaia Project,8766
7,8.29,8.121,page1,Scythe,38300
8,8.29,8.078,page1,Great Western Trail,18504
9,8.74,8.066,page1,Twilight Imperium (Fourth Edition),6182
10,8.2,8.051,page1,Terra Mystica,32209
11,8.42,8.029,page1,War of the Ring (Second Edition),9608
12,8.13,8.012,page1,The Castles of Burgundy,36034
13,8.13,7.992999999999999,page1,7 Wonders Duel,39547
14,8.39,7.986000000000001,page1,Spirit Island,10023
15,8.62,7.965,page1,Brass: Birmingham,4997
16,8.44,7.947,page1,The 7th Continent,8698
17,8.15,7.926,page1,Viticulture Essential Edition,16800
18,8.04,7.9239999999999995,page1,Puerto Rico,55922
19,8.1,7.9239999999999995,page1,Concordia,19307
20,8.23,7.92,page1,Arkham Horror: The Card Game,16836
21,8.08,7.909,page1,Caverna: The Cave Farmers,23334
22,8.12,7.907,page1,Brass: Lancashire,14737
23,8.11,7.894,page1,Mage Knight Board Game,23235
24,7.99,7.891,page1,Agricola,56499
25,8.16,7.88,page1,Mansions of Madness: Second Edition,16063
26,8.08,7.875,page1,OrlÃ©ans,15510
27,8.18,7.856,page1,A Feast for Odin,10742
28,8.04,7.85,page1,Blood Rage,25012
29,8.18,7.85,page1,Food Chain Magnate,9404
30,8.14,7.818,page1,Mechs vs. Minions,10953
31,8.28,7.814,page1,Pandemic Legacy: Season 2,6867
32,8.81,7.813,page1,Kingdom Death: Monster,5730
33,8.09,7.808,page1,Star Wars: Imperial Assault,16344
34,7.99,7.803999999999999,page1,Through the Ages: A Story of Civilization,16828
35,7.89,7.803,page1,Power Grid,49519
36,7.94,7.787000000000001,page1,Azul,26023
37,7.93,7.778,page1,Tzolk'in: The Mayan Calendar,24089
38,7.95,7.777,page1,Eclipse,23856
39,7.89,7.755,page1,Le Havre,22871
40,7.91,7.746,page1,Robinson Crusoe: Adventures on the Cursed Island,26265
41,7.94,7.732,page1,The Voyages of Marco Polo,15092
42,7.9,7.71,page1,Android: Netrunner,24132
43,8.07,7.709,page1,Clans of Caledonia,8571
44,7.78,7.691,page1,7 Wonders,67976
45,7.86,7.6770000000000005,page1,Keyflower,15703
46,7.76,7.664,page1,Race for the Galaxy,40232
47,7.81,7.662999999999999,page1,Caylus,24482
48,7.85,7.66,page1,Dominant Species,15529
49,8.14,7.65,page1,Fields of Arle,5644
50,7.77,7.648,page1,Lords of Waterdeep,38055
51,8.02,7.647,page1,Rising Sun,10119
52,7.87,7.643,page1,Twilight Imperium (Third Edition),17158
53,8.12,7.64,page1,Anachrony,6577
54,7.78,7.64,page1,Five Tribes,25272
55,7.86,7.6339999999999995,page1,Eldritch Horror,23250
56,7.78,7.63,page1,El Grande,21052
57,7.72,7.627999999999999,page1,Codenames,49816
58,7.82,7.615,page1,Clank!: A Deck-Building Adventure,16374
59,7.75,7.611000000000001,page1,Dominion: Intrigue,26886
60,7.72,7.606,page1,Patchwork,32732
61,8.02,7.6,page1,The Gallerist,6590
62,8.11,7.598,page1,Root,6192
63,7.93,7.598,page1,Mombasa,8434
64,7.74,7.5920000000000005,page1,Battlestar Galactica: The Board Game,29566
65,7.73,7.587000000000001,page1,Roll for the Galaxy,21068
66,7.77,7.58,page1,T.I.M.E Stories,18621
67,7.8,7.577999999999999,page1,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,13255
68,7.76,7.574,page1,Troyes,14896
69,7.79,7.565,page1,Russian Railroads,11984
70,7.71,7.56,page1,Tigris & Euphrates,22962
71,7.78,7.555,page1,Trajan,12400
72,7.77,7.553,page1,Star Wars: X-Wing Miniatures Game,20616
73,7.64,7.547999999999999,page1,Pandemic,82002
74,7.65,7.547000000000001,page1,Dominion,67519
75,7.69,7.542999999999999,page1,Dead of Winter: A Crossroads Game,32300
76,7.79,7.527,page1,Crokinole,9357
77,7.75,7.522,page1,Kemet,12974
78,8.0,7.52,page1,Pandemic: Iberia,5930
79,8.2,7.507000000000001,page1,Lisboa,3888
80,7.73,7.5,page1,Descent: Journeys in the Dark (Second Edition),19097
81,8.24,7.5,page1,Wingspan,3886
82,7.6,7.497000000000001,page1,Stone Age,37745
83,7.99,7.496,page1,Forbidden Stars,5935
84,8.15,7.489,page1,Agricola (Revised Edition),4418
85,7.7,7.486000000000001,page1,Alchemists,14432
86,7.82,7.48,page1,Raiders of the North Sea,8159
87,7.92,7.475,page1,Yokohama,5696
88,7.78,7.475,page1,War of the Ring (First Edition),9447
89,7.8,7.474,page1,Legendary Encounters: An Alien Deck Building Game,9089
90,7.61,7.473,page1,Star Realms,27878
91,7.63,7.47,page1,Castles of Mad King Ludwig,18570
92,7.66,7.468999999999999,page1,Santorini,16744
93,7.66,7.465,page1,A Game of Thrones: The Board Game (Second Edition),23667
94,7.61,7.4639999999999995,page1,Istanbul,19504
95,7.8,7.462999999999999,page1,Champions of Midgard,8442
96,7.63,7.459,page1,The Resistance: Avalon,22159
97,7.78,7.452000000000001,page1,Grand Austria Hotel,8109
98,7.56,7.4479999999999995,page1,Ticket to Ride: Europe,46711
99,8.05,7.444,page1,Aeon's End,4816
100,7.06,6.5089999999999995,page10,LÃ¶wenherz,2309
101,7.16,6.5089999999999995,page10,Herbaceous,2092
102,6.91,6.507999999999999,page10,Meuterer,3131
103,7.24,6.507999999999999,page10,Ponzi Scheme,1739
104,7.56,6.507999999999999,page10,The New Era,1224
105,6.86,6.507999999999999,page10,Wyatt Earp,3728
106,7.19,6.507999999999999,page10,The Staufer Dynasty,1807
107,7.24,6.507000000000001,page10,Murano,1667
108,6.86,6.504,page10,The Magic Labyrinth,3866
109,6.7,6.502999999999999,page10,Cartagena,7073
110,7.2,6.5,page10,Istanbul: The Dice Game,1814
111,6.72,6.499,page10,The Game,6190
112,6.61,6.497999999999999,page10,Saboteur,20891
113,7.06,6.497999999999999,page10,Jump Drive,2225
114,7.39,6.497999999999999,page10,Agra,1406
115,7.64,6.497999999999999,page10,Stronghold (2nd edition),1117
116,6.85,6.497999999999999,page10,Bausack,3637
117,6.79,6.497000000000001,page10,Room 25,4826
118,6.81,6.497000000000001,page10,Starfarers of Catan,4702
119,7.27,6.497000000000001,page10,Lovecraft Letter,1669
120,6.71,6.496,page10,Timeline: Inventions,6445
121,7.2,6.496,page10,Patchistory,1817
122,6.7,6.495,page10,Poker,7989
123,6.94,6.495,page10,Gravwell: Escape from the 9th Dimension,2857
124,6.72,6.494,page10,Tides of Time,5617
125,7.07,6.494,page10,Fallout,3219
126,7.17,6.494,page10,Archaeology: The New Expedition,1916
127,6.88,6.492999999999999,page10,Aton,3169
128,6.92,6.492999999999999,page10,Aladdin's Dragons,2985
129,6.84,6.489,page10,Dice City,3716
130,7.29,6.489,page10,Necromunda,1718
131,6.87,6.4879999999999995,page10,Warrior Knights,3660
132,7.82,6.485,page10,Container: 10th Anniversary Jumbo Edition!,906
133,6.98,6.485,page10,Kremlin,2639
134,6.92,6.485,page10,The Little Prince: Make Me a Planet,2946
135,7.13,6.484,page10,Villainous,2392
136,7.1,6.484,page10,Villages of Valeria,2086
137,6.91,6.483,page10,In the Shadow of the Emperor,2810
138,6.66,6.482,page10,Spot it!,9063
139,7.17,6.481,page10,MÃ¼ & More,1780
140,7.31,6.481,page10,Sword of Rome,1475
141,7.0,6.481,page10,Pixel Tactics,2572
142,6.78,6.48,page10,Roma,4261
143,6.94,6.48,page10,Escape from the Aliens in Outer Space,2848
144,7.14,6.48,page10,Unlock! The Formula,1829
145,7.0,6.479,page10,The Scepter of Zavandor,2425
146,7.22,6.478,page10,Doomtown: Reloaded,1974
147,7.37,6.478,page10,Valley of the Kings: Afterlife,1387
148,7.4,6.478,page10,Ascension: Immortal Heroes,1384
149,6.73,6.475,page10,Ghost Blitz,5380
150,7.51,6.475,page10,1856: Railroading in Upper Canada from 1856,1139
151,6.66,6.475,page10,TransAmerica,7254
152,8.19,6.474,page10,Codex: Card-Time Strategy â Deluxe Set,830
153,7.34,6.474,page10,Wars of the Roses: Lancaster vs. York,1403
154,7.26,6.473,page10,City of Iron,1565
155,6.83,6.473,page10,Factory Fun,3325
156,7.29,6.473,page10,Medina (second edition),1460
157,6.86,6.472,page10,Dead Man's Draw,3533
158,6.82,6.471,page10,Rune Age,3951
159,7.67,6.47,page10,"Time of Crisis: The Roman Empire in Turmoil, 235-284 AD",1035
160,7.0,6.47,page10,Aquaretto,2368
161,6.66,6.47,page10,Mascarade,7855
162,7.26,6.468999999999999,page10,The Captain Is Dead,1723
163,7.45,6.468999999999999,page10,DC Comics Dice Masters: Justice League,1257
164,7.38,6.468,page10,Deep Space D-6,1445
165,6.81,6.468,page10,Blokus 3D,3666
166,7.46,6.468,page10,Galaxy Defenders,1369
167,6.71,6.4670000000000005,page10,Blue Moon,5263
168,6.85,6.4670000000000005,page10,D-Day Dice,3235
169,6.65,6.4670000000000005,page10,Kahuna,7214
170,6.84,6.466,page10,Power Grid: The First Sparks,3242
171,7.12,6.466,page10,Ingenious: Travel Edition,1840
172,6.66,6.466,page10,Fearsome Floors,6875
173,7.33,6.465,page10,Haspelknecht,1391
174,7.29,6.4639999999999995,page10,Fireball Island: The Curse of Vul-Kar,1831
175,7.61,6.4639999999999995,page10,Blackout: Hong Kong,1055
176,6.61,6.4639999999999995,page10,Ca$h 'n Gun$,9351
177,7.11,6.462999999999999,page10,Age of Renaissance,2055
178,6.82,6.462999999999999,page10,Kodama: The Tree Spirits,3680
179,6.97,6.462000000000001,page10,Star Wars: Epic Duels,2904
180,6.96,6.461,page10,Olympos,2389
181,6.93,6.461,page10,Blokus Trigon,2693
182,7.01,6.461,page10,Power Struggle,2143
183,7.29,6.461,page10,Puzzle Strike (Third Edition),1590
184,7.23,6.46,page10,Porta Nigra,1510
185,7.31,6.459,page10,Sentient,1424
186,6.69,6.459,page10,Balloon Cup,5356
187,6.99,6.459,page10,Giants,2287
188,6.71,6.459,page10,CV,5073
189,7.08,6.459,page10,Coup: Rebellion G54,2048
190,7.66,6.457000000000001,page10,Crisis,1034
191,7.37,6.456,page10,DC Comics Deck-Building Game: Heroes Unite,1462
192,7.07,6.456,page10,Rise of Empires,1939
193,6.86,6.455,page10,Traders of Osaka,2880
194,7.13,6.455,page10,Ticket to Ride: New York,1820
195,7.31,6.455,page10,Tiny Epic Zombies,1777
196,6.89,6.455,page10,Happy Salmon,2883
197,8.0,6.454,page10,War Chest,843
198,6.83,6.454,page10,Carolus Magnus,3238
199,6.88,6.452999999999999,page10,Ad Astra,2743
200,6.42,5.537999999999999,page100,Zitadelle: Duel for Kursk,60
201,7.14,5.537999999999999,page100,Hidden Intruder,31
202,6.33,5.537999999999999,page100,Pungi,57
203,5.91,5.537999999999999,page100,Back to the Future: An Adventure Through Time,162
204,7.04,5.537999999999999,page100,Starship Command,40
205,7.38,5.537999999999999,page100,Fantasy Battles: The 9th Age,42
206,5.73,5.537999999999999,page100,Minecraft Card Game?,686
207,6.21,5.537999999999999,page100,MUNERA: Familia Gladiatoria,140
208,6.65,5.537999999999999,page100,Crime Hotel,55
209,7.08,5.537999999999999,page100,Hungarian Nightmare,32
210,6.73,5.537999999999999,page100,Guns of Galicia,46
211,5.86,5.537999999999999,page100,Hundred Days Battles,182
212,6.71,5.537999999999999,page100,Flintloque,45
213,5.76,5.537999999999999,page100,Incredible Expeditions: Quest for Atlantis,121
214,6.03,5.537999999999999,page100,Star System,98
215,6.02,5.537999999999999,page100,UNO Rummy-Up,101
216,6.74,5.537999999999999,page100,Vinegar Joe's War: CBI,41
217,6.48,5.537999999999999,page100,"Boom, Bang, Gold",62
218,5.95,5.537999999999999,page100,Jackal & High,145
219,5.92,5.537999999999999,page100,Transylvania: Curses & Traitors,168
220,6.6,5.537999999999999,page100,De Bellis Magistrorum Militum,57
221,6.23,5.537999999999999,page100,Phase Line Smash,78
222,6.4,5.537999999999999,page100,Jutland: Duel of the Dreadnoughts,66
223,5.66,5.537999999999999,page100,Chairs,587
224,6.75,5.537999999999999,page100,Panzer Vor!,42
225,6.5,5.537999999999999,page100,Fantasy Warriors,71
226,6.14,5.537999999999999,page100,Ghost Blaster,74
227,7.03,5.537999999999999,page100,Battle for China (first edition),35
228,7.13,5.537999999999999,page100,Legends and Lies,39
229,6.61,5.537999999999999,page100,"Desert War: Egypt, 1940",48
230,5.86,5.537999999999999,page100,The Great Chili Cookoff,175
231,5.77,5.537999999999999,page100,Star Wars PocketModel TCG,435
232,6.47,5.537999999999999,page100,Trail of the Fox,52
233,7.15,5.537999999999999,page100,Seven Seas to Victory,31
234,6.51,5.537999999999999,page100,Blitzkrieg 1940,53
235,6.15,5.537999999999999,page100,Hoppe Reiter,79
236,7.38,5.537999999999999,page100,Rey Paparajote,40
237,6.17,5.537999999999999,page100,Starfall,94
238,6.4,5.537000000000001,page100,Bloody Keren,59
239,6.74,5.537000000000001,page100,Nordwind 1945,37
240,6.38,5.537000000000001,page100,Crash!,51
241,6.32,5.537000000000001,page100,Blood & Thunder,66
242,5.95,5.537000000000001,page100,Azteca,138
243,5.98,5.537000000000001,page100,CrossWise,104
244,6.28,5.537000000000001,page100,The Battle of Prague,71
245,6.62,5.537000000000001,page100,Rocca Rails,41
246,7.94,5.537000000000001,page100,Armies of Arcana,45
247,7.3,5.537000000000001,page100,Art of War,48
248,6.49,5.537000000000001,page100,Remnants,52
249,6.33,5.537000000000001,page100,Ophidian 2350,79
250,6.4,5.537000000000001,page100,Tubyrinth,70
251,5.97,5.537000000000001,page100,ChickenFoot,105
252,7.13,5.537000000000001,page100,Waroong Wars,47
253,6.28,5.537000000000001,page100,1830 Cardgame,60
254,7.4,5.537000000000001,page100,Xenofera,39
255,5.91,5.537000000000001,page100,The Kaiser's Battle,141
256,7.31,5.537000000000001,page100,Siege of Sunfall,32
257,6.67,5.537000000000001,page100,Imperial Harvest,58
258,6.21,5.537000000000001,page100,Halali,95
259,5.89,5.537000000000001,page100,Blanc-Manger Coco,155
260,6.48,5.537000000000001,page100,Mumia: WyÅcig w bandaÅ¼ach,47
261,6.09,5.537000000000001,page100,"Operation Shoestring: The Guadalcanal Campaign, 1942",92
262,5.94,5.537000000000001,page100,A Line in the Sand: The Battle of Iraq,198
263,6.25,5.537000000000001,page100,Soqquadro,74
264,6.67,5.537000000000001,page100,Wordz,42
265,5.79,5.537000000000001,page100,Duell,225
266,5.79,5.537000000000001,page100,Chez Grunt,243
267,6.76,5.537000000000001,page100,Red Tide West,37
268,6.8,5.537000000000001,page100,Shadowrun: Zero Day,38
269,6.98,5.537000000000001,page100,Guild Stack,33
270,6.67,5.537000000000001,page100,Mystick Companion,39
271,5.74,5.537000000000001,page100,Beep! Beep!,232
272,7.07,5.537000000000001,page100,Jumpy Jack,32
273,6.65,5.537000000000001,page100,Small Detectives,45
274,5.96,5.537000000000001,page100,Suzerain,116
275,5.78,5.537000000000001,page100,Strawberry Ninja,223
276,7.07,5.537000000000001,page100,Formula D,32
277,6.52,5.537000000000001,page100,C. C. Higgins Rail Pass,48
278,5.78,5.537000000000001,page100,Yellowstone Park,193
279,6.82,5.537000000000001,page100,Quest Stories,43
280,7.27,5.537000000000001,page100,Dragon Quest: Slime Race,30
281,7.28,5.537000000000001,page100,Gyrating Hamsters,66
282,6.19,5.537000000000001,page100,Personality,68
283,6.78,5.537000000000001,page100,"Graveyards, Ghosts & Haunted Houses",41
284,7.02,5.537000000000001,page100,Gonnect,32
285,6.73,5.537000000000001,page100,RallyRas,48
286,6.42,5.537000000000001,page100,Death Note Investigation Card Game,78
287,6.64,5.537000000000001,page100,City of Guilds,42
288,6.58,5.537000000000001,page100,Lee Takes Command,52
289,7.46,5.537000000000001,page100,Guerra en el Pacifico,36
290,6.42,5.537000000000001,page100,Blam!,50
291,7.22,5.537000000000001,page100,Dragon Chess,30
292,7.3,5.537000000000001,page100,Boufbowl,33
293,7.3,5.537000000000001,page100,Metric Mile,33
294,5.75,5.537000000000001,page100,Avalanche,223
295,7.12,5.537000000000001,page100,Nomad Gods,39
296,6.75,5.537000000000001,page100,Bards Dispense Profanity: A Party Game Based on the Works of William Shakespeare,44
297,6.51,5.537000000000001,page100,The Terrifying Girl Disorder,50
298,6.78,5.537000000000001,page100,8-Bit Invaders,47
299,5.82,5.537000000000001,page100,Split,170
300,6.47,5.537000000000001,page101,A Fatal Attraction: The Gallipoli Campaign,63
301,7.15,5.537000000000001,page101,"Cambrai, 1917: The First Blitzkrieg",32
302,6.08,5.537000000000001,page101,Ludoviel,84
303,6.64,5.537000000000001,page101,Ultimate Showdown,46
304,6.6,5.537000000000001,page101,Black Stories: Shit Happens Edition,52
305,5.71,5.537000000000001,page101,Cineplexity,314
306,6.89,5.537000000000001,page101,Thieves,64
307,6.81,5.537000000000001,page101,"The Finnish Front, 1941-42",38
308,7.64,5.537000000000001,page101,Envyra,33
309,7.43,5.537000000000001,page101,Lemonade Stall,32
310,5.96,5.537000000000001,page101,Scrappers,178
311,5.97,5.537000000000001,page101,Tortilla de Patatas: The Game,120
312,6.82,5.537000000000001,page101,Ludus Gladiatorius 2,34
313,5.96,5.537000000000001,page101,Plunder,119
314,6.55,5.537000000000001,page101,Byzantium,51
315,6.46,5.537000000000001,page101,Royalty,54
316,6.49,5.537000000000001,page101,Seven Swords,54
317,6.99,5.537000000000001,page101,Somali Pirates,30
318,7.65,5.537000000000001,page101,Pasaraya: Supermarket Manager,33
319,7.07,5.537000000000001,page101,Endless Pass: A Viking Saga,33
320,7.87,5.537000000000001,page101,Town Builder: Coevorden,30
321,6.04,5.537000000000001,page101,UNO Flash,105
322,7.36,5.537000000000001,page101,Escrete,32
323,6.19,5.537000000000001,page101,The Princess Bride: I Hate to Kill You,67
324,5.89,5.537000000000001,page101,Word Jam,134
325,6.61,5.537000000000001,page101,Camelot: The Court,65
326,6.85,5.537000000000001,page101,"No Prisoners: The Campaigns of Lawrence of Arabia, 1915-1918",43
327,6.19,5.537000000000001,page101,Jazz: The Singing Card Game,81
328,5.91,5.537000000000001,page101,Inferno,128
329,5.9,5.537000000000001,page101,Trivial Pursuit: DVD â The Lord Of The Rings Trilogy Edition,219
330,6.66,5.537000000000001,page101,Constantinople,46
331,6.3,5.537000000000001,page101,Marvin Marvel's Marvelous Marble Machine,59
332,6.6,5.537000000000001,page101,Ambyria: Shroud of the Shadow Demon,66
333,6.52,5.537000000000001,page101,Booo!,52
334,6.94,5.537000000000001,page101,XYbrid,36
335,6.09,5.537000000000001,page101,Hippo,107
336,6.49,5.537000000000001,page101,Wrott & Swindlers,49
337,6.46,5.537000000000001,page101,Cargolino Valentino,57
338,7.12,5.537000000000001,page101,Les Dieux Nomades,34
339,6.57,5.537000000000001,page101,Wizards of Mickey CCG,59
340,6.65,5.537000000000001,page101,"Verdun, The Game of Attrition",47
341,6.57,5.537000000000001,page101,Holdfast: Pacific 1941-45,44
342,6.63,5.5360000000000005,page101,Super Hero Squad Card Game,45
343,6.06,5.5360000000000005,page101,Cross Hares: Testing Ground,139
344,5.82,5.5360000000000005,page101,AssassinCon,170
345,6.05,5.5360000000000005,page101,Eye Know,93
346,6.24,5.5360000000000005,page101,Nanahoshi,66
347,6.83,5.5360000000000005,page101,Timeline: Canada,37
348,6.16,5.5360000000000005,page101,Twin Win,63
349,6.44,5.5360000000000005,page101,Wolf & Hound,56
350,5.79,5.5360000000000005,page101,King's Blood,300
351,6.53,5.5360000000000005,page101,Castle Assault,87
352,7.36,5.5360000000000005,page101,Cooking Rumble,37
353,5.68,5.5360000000000005,page101,Who Stole Ed's Pants?,286
354,6.44,5.5360000000000005,page101,Army Ants,48
355,6.94,5.5360000000000005,page101,Fall of Berlin,35
356,6.53,5.5360000000000005,page101,Drinking Quest: Journey into Draught,64
357,6.03,5.5360000000000005,page101,X-Machina,93
358,6.37,5.5360000000000005,page101,BrettfuÃball,64
359,7.49,5.5360000000000005,page101,Gardens of Mars,32
360,6.22,5.5360000000000005,page101,Elemental Rift,70
361,6.09,5.5360000000000005,page101,About Time,80
362,5.9,5.5360000000000005,page101,Drakborgen Legenden,237
363,6.97,5.5360000000000005,page101,"Bigfootses, The Card Game",64
364,6.65,5.5360000000000005,page101,Anansi and the Box of Stories,47
365,8.07,5.5360000000000005,page101,Escape: Fighting for Freedom,30
366,6.71,5.5360000000000005,page101,Breaking Bad: The Board Game,118
367,6.78,5.5360000000000005,page101,Dreadball: KickOff,39
368,6.58,5.5360000000000005,page101,Supervillain: This Galaxy Is Mine!,61
369,6.1,5.5360000000000005,page101,Caro,76
370,6.95,5.5360000000000005,page101,Peloton,34
371,7.31,5.5360000000000005,page101,War For the Motherland,34
372,6.83,5.5360000000000005,page101,Civicus Dice Game,38
373,6.49,5.5360000000000005,page101,Little Thunder Witch,53
374,7.14,5.5360000000000005,page101,TRIUMPH: A card-arranging strategy game,34
375,7.02,5.5360000000000005,page101,Murderer's Row,35
376,6.38,5.5360000000000005,page101,"The Ardennes Offensive: The Battle of the Bulge, December 1944",76
377,6.6,5.5360000000000005,page101,Calciomania,48
378,6.19,5.5360000000000005,page101,Loot,65
379,5.75,5.5360000000000005,page101,Monopoly: Nostalgia Wooden Box,267
380,6.7,5.5360000000000005,page101,Cave Paintings,44
381,7.21,5.5360000000000005,page101,OMEGA,34
382,6.32,5.5360000000000005,page101,Forward to Richmond!,58
383,6.26,5.5360000000000005,page101,"Bastogne: The Desperate Defense, December 1944",70
384,6.39,5.5360000000000005,page101,Trellis,73
385,7.18,5.5360000000000005,page101,Merchants of Muziris,31
386,6.83,5.5360000000000005,page101,Ghost Division: The 7th Panzer Division's Drive to the Sea,32
387,6.88,5.5360000000000005,page101,Cubeo,32
388,6.51,5.5360000000000005,page101,L'Arbre,49
389,6.52,5.5360000000000005,page101,Zoop,65
390,6.8,5.5360000000000005,page101,Algeria: The War of Independence 1954-1962,44
391,6.37,5.5360000000000005,page101,Sabordage,68
392,6.34,5.5360000000000005,page101,"Antietam: The Bloodiest Day, 17 September 1862",61
393,6.15,5.5360000000000005,page101,Renju,74
394,6.13,5.5360000000000005,page101,"Pirates, Ninjas, Robots, & Zombies",79
395,6.81,5.5360000000000005,page101,Campus CafÃ©,41
396,6.06,5.5360000000000005,page101,MERCS: Conflict,86
397,7.01,5.5360000000000005,page101,First Blood: The 1st and 2nd Battles of Manassas,36
398,7.17,5.5360000000000005,page101,Austerlitz 1805: Le choc des cavaleries,31
399,7.31,5.5360000000000005,page101,Aeronautica Imperialis,35
400,6.8,6.452999999999999,page11,Turn the Tide,3505
401,7.26,6.452999999999999,page11,Middle-earth,1715
402,6.94,6.452999999999999,page11,Call of Cthulhu: The Card Game,2814
403,8.13,6.452000000000001,page11,Star Realms: Frontiers,771
404,7.35,6.452000000000001,page11,Dungeons & Dragons Dice Masters: Battle for FaerÃ»n,1357
405,7.57,6.45,page11,Battle for Rokugan,1150
406,7.04,6.45,page11,My Village,2001
407,7.12,6.45,page11,Merlin,1850
408,7.48,6.4479999999999995,page11,Legacy of Dragonholt,1265
409,7.35,6.447,page11,Fantasy Realms,1318
410,7.17,6.447,page11,Council of 4,1628
411,7.5,6.446000000000001,page11,Dragonfire,1454
412,6.87,6.446000000000001,page11,Havana,2774
413,7.67,6.445,page11,Crusaders: Thy Will Be Done,972
414,6.7,6.444,page11,Onirim,4977
415,7.51,6.444,page11,Riverboat,1091
416,6.78,6.443,page11,Timeline: Events,3615
417,7.67,6.443,page11,The Civil War,1065
418,7.17,6.442,page11,Magic Realm,1866
419,7.13,6.442,page11,Vampire: The Eternal Struggle,2118
420,6.91,6.442,page11,Sleuth,2508
421,7.51,6.441,page11,Successors (third edition),1100
422,7.56,6.44,page11,Mythos Tales,1130
423,8.57,6.439,page11,Hannibal & Hamilcar,614
424,6.93,6.439,page11,Tides of Madness,2494
425,6.8,6.438,page11,Lost Cities: The Board Game,3304
426,6.81,6.437,page11,I'm the Boss!,3303
427,6.72,6.437,page11,Manhattan,4298
428,7.0,6.437,page11,Walnut Grove,2026
429,6.91,6.437,page11,Ys,2434
430,7.62,6.436,page11,Empires of the Void II,1028
431,7.11,6.435,page11,Barony,1877
432,7.2,6.435,page11,Exit: The Game â The Forgotten Island,1498
433,7.63,6.435,page11,Battle Cry: 150th Civil War Anniversary Edition,1045
434,6.82,6.431,page11,Timeline: Diversity,3226
435,7.47,6.431,page11,Axis & Allies Pacific 1940,1417
436,7.51,6.431,page11,Europe Engulfed,1233
437,7.14,6.43,page11,Exit: The Game â The Polar Station,1588
438,7.54,6.43,page11,World in Flames,1254
439,7.32,6.43,page11,Forge War,1385
440,7.45,6.43,page11,Dungeons & Dragons: Temple of Elemental Evil Board Game,1398
441,7.5,6.428999999999999,page11,Wildlands,1169
442,7.38,6.428,page11,Omen: A Reign of War,1226
443,7.15,6.4270000000000005,page11,Masmorra: Dungeons of Arcadia,1912
444,6.86,6.4270000000000005,page11,Krosmaster: Arena,3127
445,6.93,6.426,page11,Empire Builder,2690
446,7.71,6.425,page11,"The Hunters: German U-Boats at War, 1939-43",997
447,6.61,6.425,page11,Eight-Minute Empire,6547
448,6.87,6.425,page11,51st State,2712
449,6.88,6.425,page11,Arctic Scavengers,2650
450,7.39,6.4239999999999995,page11,Keyper,1188
451,7.13,6.4239999999999995,page11,Viral,1669
452,6.54,6.422999999999999,page11,Guillotine,17631
453,7.59,6.422000000000001,page11,Palm Island,1068
454,6.99,6.422000000000001,page11,Himalaya,2027
455,7.54,6.421,page11,Star Trek: Attack Wing,1728
456,6.94,6.42,page11,Oceanos,2266
457,6.72,6.42,page11,Junta,4997
458,7.05,6.419,page11,Sun Tzu,1836
459,7.08,6.419,page11,A House Divided,1811
460,7.1,6.419,page11,The Ancient World,1701
461,6.85,6.417999999999999,page11,Space Cadets: Dice Duel,2750
462,7.07,6.417999999999999,page11,Hab & Gut,1750
463,6.68,6.417000000000001,page11,Quoridor,5265
464,7.12,6.416,page11,Qwinto,1617
465,7.4,6.416,page11,Warsaw: City of Ruins,1157
466,7.36,6.414,page11,Explorers of the North Sea,1237
467,7.82,6.412999999999999,page11,Rum & Bones: Second Tide,900
468,6.85,6.412000000000001,page11,Gulo Gulo,2680
469,6.92,6.4110000000000005,page11,Pergamon,2155
470,6.64,6.4110000000000005,page11,Tiny Epic Kingdoms,6086
471,7.16,6.4110000000000005,page11,Ghost Fightin' Treasure Hunters,1621
472,6.9,6.4110000000000005,page11,On the Underground,2269
473,7.17,6.41,page11,Cat Lady,1569
474,6.77,6.41,page11,Leonardo da Vinci,3312
475,6.73,6.41,page11,Samurai Spirit,3684
476,6.82,6.409,page11,The Rose King,2783
477,6.88,6.4079999999999995,page11,Stephenson's Rocket,2331
478,7.55,6.4079999999999995,page11,Empires in Arms,1145
479,7.02,6.4079999999999995,page11,Steel Driver,1821
480,7.22,6.4079999999999995,page11,Exodus: Proxima Centauri,1459
481,6.74,6.407,page11,Revolution!,3853
482,6.86,6.407,page11,"Artifacts, Inc.",2527
483,7.55,6.406000000000001,page11,The Estates,971
484,7.61,6.406000000000001,page11,Gentes,924
485,7.0,6.405,page11,Helvetia,1832
486,7.66,6.405,page11,A Victory Lost: Crisis in Ukraine 1942-1943,954
487,6.77,6.404,page11,Oregon,3051
488,7.43,6.404,page11,Rise of Tribes,1242
489,7.26,6.404,page11,Mordheim: City of the Damned,1523
490,7.52,6.404,page11,Antike II,1011
491,8.09,6.402,page11,1889: History of Shikoku Railways,645
492,6.9,6.401,page11,Pueblo,2222
493,7.21,6.4,page11,Ascension: Rise of Vigil,1462
